"Planning_Area","Subzone","Subzone_Lat","Subzone_Long","Hospital_Polyclinic","Hospital_Polyclinic_Lat","Hospital_Polyclinic_Long","Distance_km"
"Choa Chu Kang","Yew Tee",1.40068278223,103.747936375,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,2.42524982547076
"Choa Chu Kang","Yew Tee",1.40068278223,103.747936375,"NATIONAL HEALTHCARE GROUP POLYCLINICS - WOODLANDS",1.431026,103.776064,4.60001881894293
"Choa Chu Kang","Yew Tee",1.40068278223,103.747936375,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,5.39660883321709
"Choa Chu Kang","Yew Tee",1.40068278223,103.747936375,"JURONG POLYCLINIC",1.350189,103.730642,5.93466928738085
"Clementi","Clementi Central",1.31206889576,103.763083039,"CLEMENTI POLYCLINIC",1.312991,103.765878,0.3271849921797
"Clementi","Clementi Central",1.31206889576,103.763083039,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,2.96455957746262
"Clementi","Clementi Central",1.31206889576,103.763083039,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,3.21007652916893
"Clementi","Clementi Central",1.31206889576,103.763083039,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,4.53252517168388
"Clementi","Clementi Central",1.31206889576,103.763083039,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,4.72589454259396
"Clementi","Clementi North",1.31804940924,103.766944797,"CLEMENTI POLYCLINIC",1.312991,103.765878,0.574835399359391
"Clementi","Clementi North",1.31804940924,103.766944797,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,3.06745245314543
"Clementi","Clementi North",1.31804940924,103.766944797,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,3.19384293884866
"Clementi","Clementi North",1.31804940924,103.766944797,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,4.28695717070425
"Clementi","Clementi North",1.31804940924,103.766944797,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,4.41155661463725
"Clementi","Clementi West",1.30252192742,103.763091392,"CLEMENTI POLYCLINIC",1.312991,103.765878,1.20461944965178
"Clementi","Clementi West",1.30252192742,103.763091392,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,2.37925524872047
"Clementi","Clementi West",1.30252192742,103.763091392,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,4.08373688664336
"Clementi","Clementi West",1.30252192742,103.763091392,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,4.303336577592
"Clementi","Clementi West",1.30252192742,103.763091392,"ALEXANDRA HOSPITAL",1.286829,103.802524,4.71813154666306
"Clementi","Clementi Woods",1.30408534204,103.768301552,"CLEMENTI POLYCLINIC",1.312991,103.765878,1.02625920638921
"Clementi","Clementi Woods",1.30408534204,103.768301552,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,1.95496534394444
"Clementi","Clementi Woods",1.30408534204,103.768301552,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,3.75086107703061
"Clementi","Clementi Woods",1.30408534204,103.768301552,"ALEXANDRA HOSPITAL",1.286829,103.802524,4.26089711212385
"Clementi","Clementi Woods",1.30408534204,103.768301552,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,4.26531999785387
"Clementi","Faber",1.32195636355,103.756848658,"CLEMENTI POLYCLINIC",1.312991,103.765878,1.41468468402979
"Clementi","Faber",1.32195636355,103.756848658,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,1.92904252858678
"Clementi","Faber",1.32195636355,103.756848658,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,3.47080769948673
"Clementi","Faber",1.32195636355,103.756848658,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,4.23208189632573
"Clementi","Faber",1.32195636355,103.756848658,"JURONG POLYCLINIC",1.350189,103.730642,4.28280548633689
"Clementi","Pandan",1.30807010034,103.754503395,"CLEMENTI POLYCLINIC",1.312991,103.765878,1.37778193678379
"Clementi","Pandan",1.30807010034,103.754503395,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,3.1134543869385
"Clementi","Pandan",1.30807010034,103.754503395,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,3.50517496022531
"Clementi","Pandan",1.30807010034,103.754503395,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,4.94106660614545
"Clementi","Pandan",1.30807010034,103.754503395,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,5.33907401511122
"Clementi","Sunset Way",1.32628486112,103.768670416,"CLEMENTI POLYCLINIC",1.312991,103.765878,1.51045198747352
"Clementi","Sunset Way",1.32628486112,103.768670416,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,2.81654962393072
"Clementi","Sunset Way",1.32628486112,103.768670416,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,3.61565046946621
"Clementi","Sunset Way",1.32628486112,103.768670416,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,3.90979938347929
"Clementi","Sunset Way",1.32628486112,103.768670416,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,4.77373071435513
"Clementi","Toh Tuck",1.33175406177,103.756340353,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,1.33195918510185
"Clementi","Toh Tuck",1.33175406177,103.756340353,"CLEMENTI POLYCLINIC",1.312991,103.765878,2.34030519896491
"Clementi","Toh Tuck",1.33175406177,103.756340353,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,2.41238289565029
"Clementi","Toh Tuck",1.33175406177,103.756340353,"JURONG POLYCLINIC",1.350189,103.730642,3.51609999251317
"Clementi","Toh Tuck",1.33175406177,103.756340353,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,5.11701705563837
"Clementi","West Coast",1.31627470295,103.755088634,"CLEMENTI POLYCLINIC",1.312991,103.765878,1.25375348968825
"Clementi","West Coast",1.31627470295,103.755088634,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,2.31455080705913
"Clementi","West Coast",1.31627470295,103.755088634,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,3.94409017256225
"Clementi","West Coast",1.31627470295,103.755088634,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,4.04785393732043
"Clementi","West Coast",1.31627470295,103.755088634,"JURONG POLYCLINIC",1.350189,103.730642,4.64828563275526
"Downtown Core","Anson",1.27371791279,103.84360996,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,0.854601507422665
"Downtown Core","Anson",1.27371791279,103.84360996,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,1.01678669818875
"Downtown Core","Anson",1.27371791279,103.84360996,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,3.11015781974616
"Downtown Core","Anson",1.27371791279,103.84360996,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,4.13141604999606
"Downtown Core","Anson",1.27371791279,103.84360996,"ALEXANDRA HOSPITAL",1.286829,103.802524,4.7944410599656
"Downtown Core","Bayfront",1.28333472525,103.858533762,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,2.18569611231109
"Downtown Core","Bayfront",1.28333472525,103.858533762,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,2.46450939188514
"Downtown Core","Bayfront",1.28333472525,103.858533762,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,3.30054015091737
"Downtown Core","Bayfront",1.28333472525,103.858533762,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,3.72815069493442
"Downtown Core","Bayfront",1.28333472525,103.858533762,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,4.47942072673981
"Downtown Core","Bugis",1.29914573413,103.856036798,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,1.62771952415949
"Downtown Core","Bugis",1.29914573413,103.856036798,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,1.99768210231115
"Downtown Core","Bugis",1.29914573413,103.856036798,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,2.73871433598027
"Downtown Core","Bugis",1.29914573413,103.856036798,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,2.83888243483583
"Downtown Core","Bugis",1.29914573413,103.856036798,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,3.05352895449997
"Downtown Core","Cecil",1.27864260763,103.848865061,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,1.08916141030848
"Downtown Core","Cecil",1.27864260763,103.848865061,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,1.36063469432885
"Downtown Core","Cecil",1.27864260763,103.848865061,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,3.52217204520704
"Downtown Core","Cecil",1.27864260763,103.848865061,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,3.57158259505513
"Downtown Core","Cecil",1.27864260763,103.848865061,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,4.39737380006587
"Downtown Core","Central",1.27567365904,103.852420001,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,1.55007421271342
"Downtown Core","Central",1.27567365904,103.852420001,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,1.80658534760079
"Downtown Core","Central",1.27567365904,103.852420001,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,3.94135258626957
"Downtown Core","Central",1.27567365904,103.852420001,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,3.97742720762186
"Downtown Core","Central",1.27567365904,103.852420001,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,4.63831853992369
"Downtown Core","City Hall",1.29243576615,103.853168045,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,2.08367553395238
"Downtown Core","City Hall",1.29243576615,103.853168045,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,2.14258881642827
"Downtown Core","City Hall",1.29243576615,103.853168045,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,2.31907292125268
"Downtown Core","City Hall",1.29243576615,103.853168045,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,2.79303608248678
"Downtown Core","City Hall",1.29243576615,103.853168045,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,3.34029707656376
"Downtown Core","Clifford Pier",1.28556190581,103.854699375,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,1.83540030013461
"Downtown Core","Clifford Pier",1.28556190581,103.854699375,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,2.10863448055621
"Downtown Core","Clifford Pier",1.28556190581,103.854699375,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,2.92260121331806
"Downtown Core","Clifford Pier",1.28556190581,103.854699375,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,3.51334102974474
"Downtown Core","Clifford Pier",1.28556190581,103.854699375,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,4.11875910906414
"Downtown Core","Marina Centre",1.29185075136,103.859718632,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,2.52550684312702
"Downtown Core","Marina Centre",1.29185075136,103.859718632,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,2.63895464772429
"Downtown Core","Marina Centre",1.29185075136,103.859718632,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,2.78181955214558
"Downtown Core","Marina Centre",1.29185075136,103.859718632,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,2.89814950187262
"Downtown Core","Marina Centre",1.29185075136,103.859718632,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,3.64671865890261
"Downtown Core","Maxwell",1.27941518164,103.845826655,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,0.743816887345244
"Downtown Core","Maxwell",1.27941518164,103.845826655,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,1.01843443369051
"Downtown Core","Maxwell",1.27941518164,103.845826655,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,3.17466346773557
"Downtown Core","Maxwell",1.27941518164,103.845826655,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,3.48275599399357
"Downtown Core","Maxwell",1.27941518164,103.845826655,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,4.41499814419468
"Downtown Core","Phillip",1.28527684331,103.848654176,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,1.20838662787478
"Downtown Core","Phillip",1.28527684331,103.848654176,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,1.4708678415349
"Downtown Core","Phillip",1.28527684331,103.848654176,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,2.83379331258216
"Downtown Core","Phillip",1.28527684331,103.848654176,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,3.44603021615062
"Downtown Core","Phillip",1.28527684331,103.848654176,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,3.696626510849
"Downtown Core","Raffles Place",1.28372000024,103.851007382,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,1.38096956080164
"Downtown Core","Raffles Place",1.28372000024,103.851007382,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,1.65626158125555
"Downtown Core","Raffles Place",1.28372000024,103.851007382,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,3.03325027032306
"Downtown Core","Raffles Place",1.28372000024,103.851007382,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,3.70596637263496
"Downtown Core","Raffles Place",1.28372000024,103.851007382,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,3.79148762113357
"Downtown Core","Tanjong Pagar",1.27588451919,103.845878602,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,0.875063122748846
"Downtown Core","Tanjong Pagar",1.27588451919,103.845878602,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,1.10708596677354
"Downtown Core","Tanjong Pagar",1.27588451919,103.845878602,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,3.26911123548545
"Downtown Core","Tanjong Pagar",1.27588451919,103.845878602,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,3.87487299314254
"Downtown Core","Tanjong Pagar",1.27588451919,103.845878602,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,4.78524520031237
"Geylang","Aljunied",1.31445048951,103.883570673,"NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG",1.319611,103.887229,0.703321357060711
"Geylang","Aljunied",1.31445048951,103.883570673,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,2.74030795094766
"Geylang","Aljunied",1.31445048951,103.883570673,"SINGHEALTH POLYCLINICS - MARINE PARADE",1.302615,103.908394,3.05726407692444
"Geylang","Aljunied",1.31445048951,103.883570673,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,3.54860854630279
"Geylang","Aljunied",1.31445048951,103.883570673,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,4.07974793715014
"Geylang","Geylang East",1.31693921533,103.898348217,"NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG",1.319611,103.887229,1.27127453571427
"Geylang","Geylang East",1.31693921533,103.898348217,"SINGHEALTH POLYCLINICS - MARINE PARADE",1.302615,103.908394,1.94526990460455
"Geylang","Geylang East",1.31693921533,103.898348217,"SINGHEALTH POLYCLINICS - BEDOK",1.327443,103.932362,3.95743185991641
"Geylang","Geylang East",1.31693921533,103.898348217,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,4.36995127964231
"Geylang","Geylang East",1.31693921533,103.898348217,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,4.80604946096529
"Geylang","Kallang Way",1.32583557119,103.876103166,"NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG",1.319611,103.887229,1.4173035883614
"Geylang","Kallang Way",1.32583557119,103.876103166,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,2.14362323267601
"Geylang","Kallang Way",1.32583557119,103.876103166,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,2.14878766816934
"Geylang","Kallang Way",1.32583557119,103.876103166,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,3.3964775059175
"Geylang","Kallang Way",1.32583557119,103.876103166,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,3.64011046441339
"Geylang","Kampong Ubi",1.32961124965,103.896572831,"NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG",1.319611,103.887229,1.52164687092683
"Geylang","Kampong Ubi",1.32961124965,103.896572831,"SINGHEALTH POLYCLINICS - MARINE PARADE",1.302615,103.908394,3.27688224464069
"Geylang","Kampong Ubi",1.32961124965,103.896572831,"SINGHEALTH POLYCLINICS - BEDOK",1.327443,103.932362,3.9858028862951
"Geylang","Kampong Ubi",1.32961124965,103.896572831,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,4.21891214908094
"Geylang","Kampong Ubi",1.32961124965,103.896572831,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,4.40692877079182
"Geylang","Macpherson",1.32736777215,103.885204255,"NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG",1.319611,103.887229,0.891398617969456
"Geylang","Macpherson",1.32736777215,103.885204255,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,3.03029389810517
"Geylang","Macpherson",1.32736777215,103.885204255,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,3.13471631153763
"Geylang","Macpherson",1.32736777215,103.885204255,"SINGHEALTH POLYCLINICS - MARINE PARADE",1.302615,103.908394,3.7710997964711
"Geylang","Macpherson",1.32736777215,103.885204255,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,4.42216388726174
"Hougang","Defu Industrial Park",1.3579169465,103.895781293,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,1.54626322596231
"Hougang","Defu Industrial Park",1.3579169465,103.895781293,"INSTITUTE OF MENTAL HEALTH",1.382111,103.885799,2.91012532521656
"Hougang","Defu Industrial Park",1.3579169465,103.895781293,"SINGHEALTH POLYCLINICS - SENGKANG",1.392945,103.895375,3.89520368953306
"Hougang","Defu Industrial Park",1.3579169465,103.895781293,"SENGKANG GENERAL HOSPITAL",1.395568,103.894595,4.18868249514331
"Hougang","Defu Industrial Park",1.3579169465,103.895781293,"NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG",1.319611,103.887229,4.3642377224515
"Hougang","Hougang Central",1.36966866631,103.891462363,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,0.246331229564145
"Hougang","Hougang Central",1.36966866631,103.891462363,"INSTITUTE OF MENTAL HEALTH",1.382111,103.885799,1.520026333407
"Hougang","Hougang Central",1.36966866631,103.891462363,"SINGHEALTH POLYCLINICS - SENGKANG",1.392945,103.895375,2.6245007187464
"Hougang","Hougang Central",1.36966866631,103.891462363,"SENGKANG GENERAL HOSPITAL",1.395568,103.894595,2.9008520583673
"Hougang","Hougang Central",1.36966866631,103.891462363,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,5.10222297771986
"Hougang","Hougang East",1.37632272674,103.897368843,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,1.12230823722149
"Hougang","Hougang East",1.37632272674,103.897368843,"INSTITUTE OF MENTAL HEALTH",1.382111,103.885799,1.43819288853639
"Hougang","Hougang East",1.37632272674,103.897368843,"SINGHEALTH POLYCLINICS - SENGKANG",1.392945,103.895375,1.86155403912694
"Hougang","Hougang East",1.37632272674,103.897368843,"SENGKANG GENERAL HOSPITAL",1.395568,103.894595,2.16207732926149
"Hougang","Hougang East",1.37632272674,103.897368843,"SINGHEALTH POLYCLINICS - PASIR RIS",1.373674,103.948332,5.67286353419765
"Hougang","Hougang West",1.3732012403,103.88682874,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,0.430945525218741
"Hougang","Hougang West",1.3732012403,103.88682874,"INSTITUTE OF MENTAL HEALTH",1.382111,103.885799,0.997311068765644
"Hougang","Hougang West",1.3732012403,103.88682874,"SINGHEALTH POLYCLINICS - SENGKANG",1.392945,103.895375,2.39214391550806
"Hougang","Hougang West",1.3732012403,103.88682874,"SENGKANG GENERAL HOSPITAL",1.395568,103.894595,2.63264768256101
"Hougang","Hougang West",1.3732012403,103.88682874,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,4.56097527206337
"Hougang","Kangkar",1.36962095862,103.898217285,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,0.99148451505558
"Hougang","Kangkar",1.36962095862,103.898217285,"INSTITUTE OF MENTAL HEALTH",1.382111,103.885799,1.95818662482958
"Hougang","Kangkar",1.36962095862,103.898217285,"SINGHEALTH POLYCLINICS - SENGKANG",1.392945,103.895375,2.61268989887921
"Hougang","Kangkar",1.36962095862,103.898217285,"SENGKANG GENERAL HOSPITAL",1.395568,103.894595,2.91314211864912
"Hougang","Kangkar",1.36962095862,103.898217285,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,5.48874558799527
"Hougang","Kovan",1.362930314,103.88068021,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,1.25746793213338
"Hougang","Kovan",1.362930314,103.88068021,"INSTITUTE OF MENTAL HEALTH",1.382111,103.885799,2.207396283648
"Hougang","Kovan",1.362930314,103.88068021,"SINGHEALTH POLYCLINICS - SENGKANG",1.392945,103.895375,3.71579664645102
"Hougang","Kovan",1.362930314,103.88068021,"SENGKANG GENERAL HOSPITAL",1.395568,103.894595,3.94503513193056
"Hougang","Kovan",1.362930314,103.88068021,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,3.95064155586499
"Hougang","Lorong Ah Soo",1.35683069959,103.886606363,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,1.52025175018377
"Hougang","Lorong Ah Soo",1.35683069959,103.886606363,"INSTITUTE OF MENTAL HEALTH",1.382111,103.885799,2.81247350790668
"Hougang","Lorong Ah Soo",1.35683069959,103.886606363,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,3.92895684810184
"Hougang","Lorong Ah Soo",1.35683069959,103.886606363,"SINGHEALTH POLYCLINICS - SENGKANG",1.392945,103.895375,4.13233534055209
"Hougang","Lorong Ah Soo",1.35683069959,103.886606363,"NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG",1.319611,103.887229,4.13922050716962
"Hougang","Lorong Halus",1.36962168481,103.904038357,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,1.63765213878218
"Hougang","Lorong Halus",1.36962168481,103.904038357,"INSTITUTE OF MENTAL HEALTH",1.382111,103.885799,2.45754709228683
"Hougang","Lorong Halus",1.36962168481,103.904038357,"SINGHEALTH POLYCLINICS - SENGKANG",1.392945,103.895375,2.76646893137386
"Hougang","Lorong Halus",1.36962168481,103.904038357,"SENGKANG GENERAL HOSPITAL",1.395568,103.894595,3.07014074456095
"Hougang","Lorong Halus",1.36962168481,103.904038357,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,4.86359752296116
"Hougang","Tai Seng",1.34377153684,103.887618997,"NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG",1.319611,103.887229,2.68687891212505
"Hougang","Tai Seng",1.34377153684,103.887618997,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,2.94822099346011
"Hougang","Tai Seng",1.34377153684,103.887618997,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,3.33673001046062
"Hougang","Tai Seng",1.34377153684,103.887618997,"INSTITUTE OF MENTAL HEALTH",1.382111,103.885799,4.26795179299991
"Hougang","Tai Seng",1.34377153684,103.887618997,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,4.36462073635886
"Hougang","Trafalgar",1.38106569991,103.881405985,"INSTITUTE OF MENTAL HEALTH",1.382111,103.885799,0.501980922850768
"Hougang","Trafalgar",1.38106569991,103.881405985,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,1.49171398590614
"Hougang","Trafalgar",1.38106569991,103.881405985,"SINGHEALTH POLYCLINICS - SENGKANG",1.392945,103.895375,2.03865162011368
"Hougang","Trafalgar",1.38106569991,103.881405985,"SENGKANG GENERAL HOSPITAL",1.395568,103.894595,2.17943393067761
"Hougang","Trafalgar",1.38106569991,103.881405985,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,4.02244075980036
"Jurong East","International Business Park",1.3263416163,103.748087124,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,0.962000312784534
"Jurong East","International Business Park",1.3263416163,103.748087124,"CLEMENTI POLYCLINIC",1.312991,103.765878,2.47289702657549
"Jurong East","International Business Park",1.3263416163,103.748087124,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,2.87267674640706
"Jurong East","International Business Park",1.3263416163,103.748087124,"JURONG POLYCLINIC",1.350189,103.730642,3.28517324853541
"Jurong East","International Business Park",1.3263416163,103.748087124,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,5.26599328473876
"Jurong East","Jurong Gateway",1.33310704523,103.742680986,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,0.25199382653125
"Jurong East","Jurong Gateway",1.33310704523,103.742680986,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,2.23120724896359
"Jurong East","Jurong Gateway",1.33310704523,103.742680986,"JURONG POLYCLINIC",1.350189,103.730642,2.32355070809431
"Jurong East","Jurong Gateway",1.33310704523,103.742680986,"CLEMENTI POLYCLINIC",1.312991,103.765878,3.41364776189901
"Jurong East","Jurong Gateway",1.33310704523,103.742680986,"PIONEER POLYCLINIC",1.338732,103.700228,4.76054106786541
"Jurong East","Jurong Port",1.30962828789,103.719711234,"PIONEER POLYCLINIC",1.338732,103.700228,3.8940770332284
"Jurong East","Jurong Port",1.30962828789,103.719711234,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,3.89607479230694
